,date,tweet,location
866,2020-05-09,"RT @SuerieMoon: Indeed, these are critical questions re future access to a #covid19vaccine. Easy way to answer them is to publish the agree…",Belgium
867,2020-05-09,Wake Up! To #COVID19vaccine https://t.co/DO0PtfWnQq https://t.co/3cMWgjxaJ6,UK
868,2020-05-09,"RT @SuerieMoon: Indeed, these are critical questions re future access to a #covid19vaccine. Easy way to answer them is to publish the agree…",
869,2020-05-09,"We are ready to publish on #covid19
mail us your articles :-dementiacongress@globalconferences.net
#covid19vaccine… https://t.co/uFXEAuyWzy",singapore
870,2020-05-09,"Indeed, these are critical questions re future access to a #covid19vaccine. Easy way to answer them is to publish t… https://t.co/VUnThFYUZn",
871,2020-05-09,India still has about one week left before deciding the fate of its nationwide #lockdown. If there are lessons to b… https://t.co/nkLCSs9Yik,India
872,2020-05-09,"Good piece on the need to hold drug companies to account: ""Developing an effective and universally available… https://t.co/sVgFawoWgu",London via Kuala Lumpur 
873,2020-05-09,Congratulations to the @JennerInstitute on their important work to develop a #COVID19vaccine These are important qu… https://t.co/wyCdUiIQI4,Paris
874,2020-05-09,@DogginTrump To heck with the #covid19vaccine ! She’s hoping for an emergency creation of mental floss to get that “absorption” cleaned out!,Earth (usually outside US)
875,2020-05-09,"Japan Offers Anti-Flu Drug Against COVID-19 To Philippines For Free
#Avigan #COVID19Vaccine #Japan #COVID19Ph… https://t.co/SAtJsoLxml",
876,2020-05-09,"Coronavirus: US approves emergency use of remdesivir to treat coronavirus 
#Covid_19 #COVID__19 #COVID19US… https://t.co/yyBV5t6X22",Deptford
877,2020-05-09,"Bill GATES' @gatesfoundation 
Partners With @DARPA &amp; the @DeptofDefense,
For a NEW #DNA_Nanotech #COVID19Vaccine!… https://t.co/15nEfDVZVy",Left Coast
878,2020-05-09,"How a llama could hold the key to beating the coronavirus 
#COVID #Covid_19 #COVID19outbreak #COVID19Pandemic… https://t.co/px9CJi5tvu",Deptford
879,2020-05-09,"2/n - #Covid19vaccine 
""Rhesus macaques were immunized three times with inactivated virus plus alum, then challenge… https://t.co/auCSxvLsqD",@ Covid19 quarantine  
880,2020-05-09,#Coronavirus: US FDA approves emergency use of antiviral drug remdesivir to treat COVID-19 patients… https://t.co/dNa6JKOWo2,"Surat, India"
881,2020-05-09,"What you need to know about the COVID-19 vaccine
#billgates #covid19vaccine  https://t.co/EQSTjYO5nn via @billgates","Vancouver, British Columbia"
882,2020-05-09,"The #covidApp is already released in Aust!  But with Bill Gates obsessed with De-popolating the world, why would we… https://t.co/y31zcvsGFy",Australia
883,2020-05-09,"RT @Laxi9: Great effort of collaboration @BillGates, accessibility is the key. Every country should have capacity and funds in place asap t…","Edinburgh, Scotland"
884,2020-05-09,"Great effort of collaboration @BillGates, accessibility is the key. Every country should have capacity and funds in… https://t.co/D02BjwgbAP","Dunedin City, New Zealand"
885,2020-05-09,Napa company begins testing a potential COVID-19 vaccine https://t.co/kJUIlyRnSL via @NapaRegister #COVID19… https://t.co/R7MGLTRPfW,"St Helena, CA"
886,2020-05-09,"Fighting #covid19 in #Cameroon with 12 cars and 1van for the ""Rapide Response Teams for epidemiological surveillanc… https://t.co/Qdko5rJEiL",New York
887,2020-05-09,"RT @WLaowai8: Which country will be the first to develop a vaccine, tried and tested? 

#covid19 #COVID19vaccine #staysafe #coronavirus",United States
888,2020-05-09,"RT @Parikiaki: Potential UK COVID-19 vaccine producer eyes making a million doses a month
https://t.co/gnAUcDiI3L
#covid19 #covid19vaccine…",
889,2020-05-09,"Potential UK COVID-19 vaccine producer eyes making a million doses a month
https://t.co/gnAUcDiI3L
#covid19… https://t.co/jQppiswnYP",London
890,2020-05-09,Coming Soon to a Neo-Nazi Regime Near You https://t.co/7vwfUgmWP2 #mandatoryvaccination #mandatoryvaccine #vaccine… https://t.co/QCDGbBb2AE,"Nonlocal, Ubiquitous"
891,2020-05-09,RT @orfonline: India still has about one week left before deciding the fate of its nationwide #lockdown. If there are lessons to be learnt…,India
892,2020-05-09,India still has about one week left before deciding the fate of its nationwide #lockdown. If there are lessons to b… https://t.co/Z4uwCrjIU8,India
893,2020-05-09,Extraordinary cooperation and accommodations are needed in the race to build a #COVID19Vaccine from scratch while c… https://t.co/tp38SewQvO,"South San Francisco, CA"
894,2020-05-09,RT @Lovendlessss: Make sure you do #research for the #COVID19vaccine peoples ... #becareful https://t.co/FU14IqgTT9,california USA 
895,2020-05-09,"RT @TheLadyArcher77: So,don't allow the distractions to preempt the need to end the era of trump! Vote https://t.co/PjFJcGMlG0 to correct t…",United States
896,2020-05-09,@babcia54 @YahooNews Me too. Normally extensive testing is undertaken over a prolonged period. Experts say the pred… https://t.co/pIHyB1uP2P,"Salish Sea, British Columbia, Canada (staying home - staying safe - staying kind)"
897,2020-05-09,"So,don't allow the distractions to preempt the need to end the era of trump! Vote https://t.co/PjFJcGMlG0 to correc… https://t.co/PDfEt6ujuV",United States
898,2020-05-09,Make sure you do #research for the #COVID19vaccine peoples ... #becareful https://t.co/FU14IqgTT9,Funky in Cali!
899,2020-05-09,"RT @bryte_bell: ..at 1st cldnt wait 4 #coronavirus vaccine..then now this 👇
Same feeling..so technically #GROUNDED 🇬🇭 = #COVID19vaccine man…","Accra, Gh "
900,2020-05-09,"..at 1st cldnt wait 4 #coronavirus vaccine..then now this 👇
Same feeling..so technically #GROUNDED 🇬🇭 =… https://t.co/CEY2M00SfC",
901,2020-05-09,"RT @vankapro: #Fauci Hopes For
Millions of #Covid19Vaccine Doses
For Jan.2021....😷👀
VankaPro☀️🌊🌊🌊 
Fauci Says It's 'Doable' To Have Million…",
902,2020-05-09,I hope dis Ramdesivir will workout #COVID19vaccine,"Kano, Nigeria"
903,2020-05-09,"RT @vankapro: #Fauci Hopes For
Millions of #Covid19Vaccine Doses
For Jan.2021....😷👀
VankaPro☀️🌊🌊🌊 
Fauci Says It's 'Doable' To Have Million…","Ringwood, England"
904,2020-05-09,"RT @vankapro: #Fauci Hopes For
Millions of #Covid19Vaccine Doses
For Jan.2021....😷👀
VankaPro☀️🌊🌊🌊 
Fauci Says It's 'Doable' To Have Million…","Northern Ireland, UK 🇬🇧 "
905,2020-05-09,"RT @FGCTweets: #IITGuwahati, Hester Biosciences collaborate to develop #COVID19vaccine @IITGuwahati @Outlookindia 

https://t.co/SLg0Iw6Ho6",Chennai : Hyderabad 
906,2020-05-09,"RT @FGCTweets: #IITGuwahati, Hester Biosciences collaborate to develop #COVID19vaccine @IITGuwahati @timesofindia 

 https://t.co/F8dlZJGLDU",Chennai : Hyderabad 
907,2020-05-09,"RT @FGCTweets: #IITGuwahati, Hester Biosciences collaborate to develop #COVID19vaccine @IITGuwahati @Xpress_edex 

https://t.co/nQzMIT1ee5",Chennai : Hyderabad 
908,2020-05-09,"RT @FGCTweets: #IITGuwahati, Hester Biosciences collaborate to develop #COVID19vaccine @IITGuwahati @MiLOKMAT 

https://t.co/frSrREfALx",Chennai : Hyderabad 
909,2020-05-09,"RT @FGCTweets: #IITGuwahati and Hester Biosciences collaborate to develop #COVID19vaccine @IITGuwahati @IndiaToday 

https://t.co/hSCQzU5ivP",Chennai : Hyderabad 
910,2020-05-09,"RT @FGCTweets: #IITGuwahati, Hester Biosciences collaborate to develop #COVID19vaccine @IITGuwahati @timesofindia 

https://t.co/YQdYGSJnbF",Chennai : Hyderabad 
911,2020-05-09,"RT @FGCTweets: #IITGuwahati, pharma company Hester Biosciences come together to develop #COVID19vaccine @IITGuwahati @Hesterindia @Outlooki…",Chennai : Hyderabad 
912,2020-05-09,"RT @FGCTweets: #IITGuwahati collaborates with Hester Biosciences to develop #Covid19vaccine @IITGuwahati @Hesterindia @ttindia 

https://t.…",Chennai : Hyderabad 
913,2020-05-09,"#WhistleblowerComplaint set to lift lid on Trump pressure to push untried drug

#DrRickBright says he was removed a… https://t.co/o4FbNUf4hi",SOUTHERN CALIFORNIA
914,2020-05-09,"RT @vankapro: #Fauci Hopes For
Millions of #Covid19Vaccine Doses
For Jan.2021....😷👀
VankaPro☀️🌊🌊🌊 
Fauci Says It's 'Doable' To Have Million…","'burbs near Vancouver, BC"
915,2020-05-09,A Roundup of 9 of the Most Damning Articles &amp; Videos on “Philanthropist” #BillGates https://t.co/L6Ud9U8fUF The mai… https://t.co/ojKMlG6wzC,"Nonlocal, Ubiquitous"
916,2020-05-09,A Roundup of 9 of the Most Damning Articles &amp; Videos on “Philanthropist” #BillGates https://t.co/L6Ud9U8fUF The mai… https://t.co/lFFznxtZnZ,"Nonlocal, Ubiquitous"
917,2020-05-09,"RT @FGCTweets: #IITGuwahati collaborates with Hester Biosciences to develop #Covid19vaccine @IITGuwahati @Hesterindia @ttindia 

https://t.…",India
918,2020-05-09,"RT @FGCTweets: #IITGuwahati, pharma company Hester Biosciences come together to develop #COVID19vaccine @IITGuwahati @Hesterindia @Outlooki…",India
919,2020-05-09,"Moderna (azure) , Gilead (purple) and Inovio (violet) working on #covid19Vaccine related  to #Bitcoin (green) and… https://t.co/21JoGfzosN",Gorizia
920,2020-05-09,"@VirusesImmunity @stuartathompson This is a good explanation for all vaccines, except for the ChAdOx1 &amp; Measles vec… https://t.co/bbBf9FaGgP",
921,2020-05-09,"While it appears that only a #COVID19Vaccine may take us back to normal, its development may take at least nine mon… https://t.co/Tz53PvYPEa","Bhubaneshwar, India"
922,2020-05-09,Just as $INO released very strong response using their DNA vaccine technology in MERS INO-4700 and US is targeting… https://t.co/oaTX3m6v5V,
923,2020-05-09,"#gatesnotes from @BillGates
What you need to know about the #COVID19vaccine https://t.co/kpRaaoVq4J",
924,2020-05-09,"RT @ankkinegi: Always keep the faith... 🙏
If yes, this will be a big announcement to the world 🤟🇮🇳
#cronavirus
#CronaVaccine
#COVID19Vaccin…",
925,2020-05-09,I think #Trumps campaign is trying to screw the Democrats out of being reelected with a #smearcampaign. The worst k… https://t.co/HQodsm9lLC,"Stuart, FL"
926,2020-05-09,"RT @ankkinegi: Always keep the faith... 🙏
If yes, this will be a big announcement to the world 🤟🇮🇳
#cronavirus
#CronaVaccine
#COVID19Vaccin…",India
927,2020-05-09,"RT @OxfordECentre: In the worldwide race for a vaccine to stop the #coronavirus, the laboratory sprinting fastest is at @UniofOxford

https…","Katra, Jammu And Kashmir"
928,2020-05-09,"In the worldwide race for a vaccine to stop the #coronavirus, the laboratory sprinting fastest is at @UniofOxford… https://t.co/1ekUlDgtyu","Saïd Business School, University of Oxford"
929,2020-05-09,RT @momimlevitating: Bill Gates and his slimeball squad of pedophilic goblins want to FORCE their concoction of toxic sludge into your body…,
930,2020-05-09,#COVID19Vaccine in 8 months... WHAT??? https://t.co/mywBLEUYYw,"Marysville, Wa. USA"
